Province/State,date,FIPS,Lat,Long,infections,recovered,deaths,newinfections,newrecovered,newdeaths
" Norfolk County, MA",2020-03-03,0.0,0.0,0.0,1,0,0,1,0,0
" Norfolk County, MA",2020-03-06,0.0,0.0,0.0,2,0,0,2,0,0
Alabama,2020-03-11,0.0,0.0,0.0,5,0,0,5,0,0
Alabama,2020-03-14,0.0,0.0,0.0,6,0,0,6,0,0
Alabama,2020-03-15,0.0,0.0,0.0,12,0,0,6,0,0
Alabama,2020-03-16,0.0,0.0,0.0,29,0,0,17,0,0
Alabama,2020-03-17,0.0,0.0,0.0,39,0,0,10,0,0
Alabama,2020-03-18,0.0,0.0,0.0,46,0,0,7,0,0
Alabama,2020-03-19,0.0,0.0,0.0,78,0,0,32,0,0
Alabama,2020-03-20,0.0,0.0,0.0,83,0,0,5,0,0
Alabama,2020-03-21,0.0,0.0,0.0,131,0,0,48,0,0
Alabama,2020-03-22,71489.0,2203.24678369,-5809.578199250001,157,0,0,157,0,0
Alabama,2020-03-23,71489.0,2203.2467836900005,-5809.578199249999,196,0,0,39,0,0
Alabama,2020-03-24,71489.0,2203.2467836900005,-5809.578199250001,242,0,0,46,0,0
Alabama,2020-03-25,71489.0,2203.2467836899996,-5809.57819925,381,0,1,139,0,1
Alabama,2020-03-26,71489.0,2203.2467836900005,-5809.578199250002,517,0,1,136,0,0
Alabama,2020-03-27,71489.0,2203.24678369,-5809.578199250001,587,0,4,70,0,3
Alabama,2020-03-28,71489.0,2203.24678369,-5809.57819925,694,0,4,107,0,0
Alabama,2020-03-29,71489.0,2203.24678369,-5809.5781992500015,825,0,10,131,0,6
Alabama,2020-03-30,71489.0,2203.2467836900005,-5809.57819925,899,0,10,74,0,0
Alabama,2020-03-31,63115.0,1950.1879517400002,-5119.38630271,987,0,23,88,0,13
Alabama,2020-04-01,63115.0,1950.1879517400002,-5119.386302709999,1060,0,27,73,0,4
Alabama,2020-04-02,157252.0,2076.1326668499996,-5465.814956929999,1233,0,32,173,0,5
Alabama,2020-04-03,69323.0,2139.51241001,-5636.44476497,1495,0,38,262,0,11
Alabama,2020-04-04,69323.0,2139.51241001,-5636.44476497,1614,0,44,119,0,6
Alabama,2020-04-05,70428.0,2172.15289342,-5723.742470859999,1765,0,45,151,0,1
Alabama,2020-04-06,70428.0,2172.1528934200014,-5723.7424708599965,1952,0,49,187,0,4
Alabama,2020-04-07,70428.0,2172.1528934200005,-5723.74247086,2169,0,64,217,0,15
Alabama,2020-04-08,71489.0,2203.24678369,-5809.57819925,2328,0,66,159,0,2
Alabama,2020-04-09,71489.0,2203.246783690001,-5809.5781992500015,2703,0,70,375,0,4
Alabama,2020-04-10,70428.0,2172.15289342,-5723.742470859998,2947,0,80,245,0,10
Alabama,2020-04-11,160429.0,2172.1528934200005,-5723.74247086,3217,0,92,270,0,12
Alabama,2020-04-12,161490.0,2203.2467836899996,-5809.57819925,3563,0,93,346,0,1
Alabama,2020-04-13,161490.0,2203.24678369,-5809.578199250001,3734,0,99,171,0,6
Alabama,2020-04-14,71489.0,2203.2467836900005,-5809.578199250001,3953,0,114,219,0,15
Alabama,2020-04-15,71489.0,2203.24678369,-5809.57819925,4075,0,118,122,0,4
Alabama,2020-04-16,161490.0,2203.24678369,-5809.578199250001,4345,0,133,270,0,15
Alabama,2020-04-17,161490.0,2203.2467836900005,-5809.5781992500015,4571,0,148,226,0,15
Alabama,2020-04-18,161490.0,2203.2467836900005,-5809.578199250001,4712,0,153,141,0,5
Alabama,2020-04-19,161490.0,2203.24678369,-5809.5781992500015,4888,0,157,176,0,4
Alabama,2020-04-20,161490.0,2203.2467836900005,-5809.578199250001,5079,0,163,191,0,6
Alabama,2020-04-21,161490.0,2203.2467836900005,-5809.57819925,5317,0,183,238,0,20
Alabama,2020-04-22,161490.0,2203.2467836899996,-5809.57819925,5593,0,196,276,0,13
Alabama,2020-04-24,161490.0,2203.246783690001,-5809.57819925,5832,0,202,5832,0,202
Alabama,2020-04-25,161490.0,2203.2467836900005,-5809.57819925,6026,0,209,194,0,7
Alabama,2020-04-26,161490.0,2203.24678369,-5809.578199250001,6026,0,209,0,0,0
Alabama,2020-04-27,161490.0,2203.24678369,-5809.578199250001,6421,0,219,395,0,10
Alabama,2020-04-28,161490.0,2203.24678369,-5809.5781992500015,6539,0,228,118,0,9
Alabama,2020-04-29,161490.0,2203.24678369,-5809.578199250001,6750,0,242,211,0,14
Alabama,2020-04-30,161490.0,2203.2467836900005,-5809.57819925,6912,0,256,162,0,14
Alabama,2020-05-01,161490.0,2203.24678369,-5809.57819925,7088,0,272,176,0,16
Alabama,2020-05-02,161490.0,2203.2467836899996,-5809.57819925,7294,0,289,206,0,17
Alabama,2020-05-03,161490.0,2203.24678369,-5809.578199250002,7611,0,288,317,0,-1
Alabama,2020-05-04,161490.0,2203.24678369,-5809.57819925,7888,0,290,277,0,2
Alabama,2020-05-05,161490.0,2203.24678369,-5809.578199250002,8112,0,298,224,0,8
Alabama,2020-05-06,161490.0,2203.24678369,-5809.578199250001,8437,0,315,325,0,17
Alabama,2020-05-07,161490.0,2203.2467836900005,-5809.578199250001,8691,0,343,254,0,28
Alabama,2020-05-08,161490.0,2203.2467836900005,-5809.5781992500015,9046,0,369,355,0,26
Alabama,2020-05-09,161490.0,2203.24678369,-5809.57819925,9385,0,383,339,0,14
Alabama,2020-05-10,161490.0,2203.246783690001,-5809.578199249997,9668,0,390,283,0,7
Alabama,2020-05-11,161490.0,2203.2467836900005,-5809.578199249999,9889,0,393,221,0,3
Alabama,2020-05-12,161490.0,2203.24678369,-5809.5781992500015,10164,0,403,275,0,10
Alabama,2020-05-13,161490.0,2203.246783690001,-5809.578199250001,10464,0,435,300,0,32
Alabama,2020-05-14,161490.0,2203.24678369,-5809.578199250001,10700,0,450,236,0,15
Alabama,2020-05-15,161490.0,2203.246783690001,-5809.578199249999,11101,0,473,401,0,23
Alabama,2020-05-16,161490.0,2203.24678369,-5809.57819925,11373,0,483,272,0,10
Alabama,2020-05-17,161490.0,2203.2467836900005,-5809.57819925,11674,0,485,301,0,2
Alabama,2020-05-18,161490.0,2203.24678369,-5809.578199249999,11771,0,488,97,0,3
Alabama,2020-05-19,161490.0,2203.2467836900005,-5809.578199250001,12086,0,489,315,0,1
Alabama,2020-05-20,161490.0,2203.24678369,-5809.578199250001,12376,0,504,290,0,15
Alabama,2020-05-21,161490.0,2203.24678369,-5809.578199250002,13052,0,522,676,0,18
Alabama,2020-05-22,161490.0,2203.24678369,-5809.578199249999,13288,0,529,236,0,7
Alabama,2020-05-23,161490.0,2203.24678369,-5809.57819925,13670,0,541,382,0,12
Alabama,2020-05-24,161490.0,2203.2467836900005,-5809.578199250001,14117,0,549,447,0,8
Alabama,2020-05-25,161490.0,2203.2467836900005,-5809.578199249997,14478,0,551,361,0,2
Alabama,2020-05-26,161490.0,2203.24678369,-5809.5781992500015,14986,0,566,508,0,15
Alabama,2020-05-27,161490.0,2203.24678369,-5809.578199249999,15650,0,580,664,0,14
Alabama,2020-05-28,161490.0,2203.246783690001,-5809.578199250001,16032,0,583,382,0,3
Alabama,2020-05-29,161490.0,2203.2467836900005,-5809.5781992500015,16530,0,591,498,0,8
Alabama,2020-05-30,161490.0,2203.2467836900005,-5809.578199249999,17031,0,610,501,0,19
Alabama,2020-05-31,161490.0,2203.24678369,-5809.57819925,17359,0,618,328,0,8
Alabama,2020-06-01,161490.0,2203.2467836899996,-5809.578199249999,17952,0,630,593,0,12
Alabama,2020-06-02,161490.0,2203.2467836900005,-5809.578199250001,18630,0,646,678,0,16
Alabama,2020-06-03,161490.0,2203.246783690001,-5809.57819925,18766,0,653,136,0,7
Alabama,2020-06-04,161490.0,2203.24678369,-5809.57819925,18851,0,653,85,0,0
Alabama,2020-06-05,161490.0,2203.24678369,-5809.57819925,19072,0,653,221,0,0
Alabama,2020-06-06,161490.0,2203.24678369,-5809.57819925,19387,0,676,315,0,23
Alabama,2020-06-07,161490.0,2203.2467836900005,-5809.57819925,20043,0,689,656,0,13
Alabama,2020-06-08,161490.0,2203.2467836900005,-5809.578199250001,20500,0,692,457,0,3
"Alameda County, CA",2020-03-07,0.0,0.0,0.0,2,0,0,2,0,0
Alaska,2020-03-10,0.0,0.0,0.0,0,0,0,0,0,0
Alaska,2020-03-11,0.0,0.0,0.0,1,0,0,1,0,0
Alaska,2020-03-13,0.0,0.0,0.0,1,0,0,1,0,0
Alaska,2020-03-17,0.0,0.0,0.0,3,0,0,3,0,0
Alaska,2020-03-18,0.0,0.0,0.0,6,0,0,3,0,0
Alaska,2020-03-19,0.0,0.0,0.0,9,0,0,3,0,0
Alaska,2020-03-20,0.0,0.0,0.0,12,0,0,3,0,0
Alaska,2020-03-21,0.0,0.0,0.0,15,0,0,3,0,0
Alaska,2020-03-22,62340.0,1747.5798765499997,-4229.319334300001,20,0,0,20,0,0
Alaska,2020-03-23,62340.0,1747.57987655,-4229.3193343,30,0,0,12,0,0
Alaska,2020-03-24,62340.0,1747.5798765500003,-4229.319334300001,34,0,0,4,0,0
Alaska,2020-03-25,62340.0,1747.5798765499999,-4229.3193343,41,0,1,7,0,1
Alaska,2020-03-26,62340.0,1747.57987655,-4229.3193343,56,0,1,15,0,0
Alaska,2020-03-27,62340.0,1747.57987655,-4229.319334299999,58,0,1,2,0,0
Alaska,2020-03-28,62340.0,1747.57987655,-4229.319334300002,85,0,2,27,0,1
Alaska,2020-03-29,62340.0,1747.57987655,-4229.319334300001,102,0,2,17,0,0
Alaska,2020-03-30,62340.0,1747.5798765499997,-4229.319334300001,114,0,3,12,0,1
Alaska,2020-03-31,8350.0,362.53936007,-862.0010245000001,119,0,3,5,0,0
Alaska,2020-04-01,8350.0,362.53936007,-862.0010245,132,0,3,13,0,0
Alaska,2020-04-02,100474.0,362.53936007,-862.0010245,143,0,3,11,0,0
Alaska,2020-04-03,109369.0,549.06422509,-1289.5586270000001,157,0,3,14,0,0
Alaska,2020-04-04,109369.0,549.06422509,-1289.5586270000001,171,0,5,14,0,2
Alaska,2020-04-05,109369.0,549.06422509,-1289.5586270000001,185,0,6,14,0,1
Alaska,2020-04-06,109369.0,549.06422509,-1289.5586270000001,190,0,6,5,0,0
Alaska,2020-04-07,111419.0,609.9740296,-1449.4148101,213,0,6,23,0,0
Alaska,2020-04-08,111419.0,609.9740296,-1449.4148101,226,0,7,13,0,1
Alaska,2020-04-09,111419.0,609.9740296,-1449.4148101,235,0,7,9,0,0
Alaska,2020-04-10,111419.0,609.9740296,-1449.4148101,246,0,7,11,0,0
Alaska,2020-04-11,113617.0,665.73664944,-1582.4659722000001,257,0,8,11,0,1
Alaska,2020-04-12,113617.0,665.73664944,-1582.4659722000004,272,0,8,15,0,0
Alaska,2020-04-13,113617.0,665.7366494400001,-1582.4659722000001,277,0,8,5,0,0
Alaska,2020-04-14,113617.0,665.7366494400001,-1582.4659722000001,285,0,9,8,0,1
Alaska,2020-04-15,115797.0,730.6398566800001,-1746.5013526,293,0,9,8,0,0
Alaska,2020-04-16,117947.0,788.2951508299999,-1900.2507105000002,300,0,9,7,0,0
Alaska,2020-04-17,117947.0,788.29515083,-1900.2507105000002,309,0,9,9,0,0
Alaska,2020-04-18,117947.0,788.2951508299999,-1900.2507105,314,0,9,5,0,0
Alaska,2020-04-19,117947.0,788.29515083,-1900.2507105,319,0,9,5,0,0
Alaska,2020-04-20,117947.0,788.29515083,-1900.2507105,321,0,9,2,0,0
Alaska,2020-04-21,117947.0,788.2951508299999,-1900.2507105,329,0,9,8,0,0
Alaska,2020-04-22,117947.0,788.29515083,-1900.2507105000004,335,0,9,6,0,0
Alaska,2020-04-24,117947.0,788.29515083,-1900.2507105000004,337,0,9,337,0,9
Alaska,2020-04-25,117947.0,788.29515083,-1900.2507105000002,339,0,9,2,0,0
Alaska,2020-04-26,117947.0,788.29515083,-1900.2507105000002,339,0,9,0,0,0
Alaska,2020-04-27,117947.0,788.2951508300001,-1900.2507105000002,340,0,9,1,0,0
Alaska,2020-04-28,120167.0,845.53639638,-2035.5713692,345,0,9,5,0,0
Alaska,2020-04-29,120167.0,845.53639638,-2035.5713692000004,351,0,9,6,0,0
Alaska,2020-04-30,120167.0,845.5363963799999,-2035.5713692,355,0,9,4,0,0
Alaska,2020-05-01,120167.0,845.5363963799999,-2035.5713692000002,355,0,9,0,0,0
Alaska,2020-05-02,120167.0,845.53639638,-2035.5713692,364,0,9,9,0,0
Alaska,2020-05-03,120167.0,845.5363963799999,-2035.5713692,365,0,9,1,0,0
Alaska,2020-05-04,120167.0,845.5363963799999,-2035.5713692000002,368,0,9,3,0,0
Alaska,2020-05-05,120167.0,845.53639638,-2035.5713692000004,370,0,9,2,0,0
Alaska,2020-05-06,120167.0,845.53639638,-2035.5713692000004,371,0,9,1,0,0
Alaska,2020-05-07,120167.0,845.5363963800002,-2035.5713692,372,0,10,1,0,1
Alaska,2020-05-08,120167.0,845.53639638,-2035.5713692000002,374,0,10,2,0,0
Alaska,2020-05-09,120167.0,845.5363963799999,-2035.5713692000002,377,0,10,3,0,0
Alaska,2020-05-10,120167.0,845.5363963799999,-2035.5713692,378,0,10,1,0,0
Alaska,2020-05-11,120167.0,845.53639638,-2035.5713692000002,379,0,10,1,0,0
Alaska,2020-05-12,120167.0,845.53639638,-2035.5713692000004,379,0,10,0,0,0
Alaska,2020-05-13,120167.0,845.5363963799999,-2035.5713692000002,383,0,10,4,0,0
Alaska,2020-05-14,120167.0,845.5363963800002,-2035.5713692000004,383,0,10,0,0,0
Alaska,2020-05-15,120167.0,845.53639638,-2035.5713692000002,383,0,10,0,0,0
Alaska,2020-05-16,120167.0,845.53639638,-2035.5713692,388,0,10,5,0,0
Alaska,2020-05-17,120167.0,845.53639638,-2035.5713692,388,0,10,0,0,0
Alaska,2020-05-18,120167.0,845.5363963800002,-2035.5713692000004,388,0,10,0,0,0
Alaska,2020-05-19,120167.0,845.53639638,-2035.5713692000004,388,0,10,0,0,0
Alaska,2020-05-20,120167.0,845.53639638,-2035.5713692,400,0,10,12,0,0
Alaska,2020-05-21,122355.0,912.5855883400001,-2195.3217638000006,401,0,10,1,0,0
Alaska,2020-05-22,122355.0,912.58558834,-2195.3217638,401,0,10,0,0,0
Alaska,2020-05-23,122355.0,912.58558834,-2195.3217638,403,0,10,2,0,0
Alaska,2020-05-24,122355.0,912.5855883400001,-2195.3217638,407,0,10,4,0,0
Alaska,2020-05-25,122355.0,912.5855883400001,-2195.3217638,407,0,10,0,0,0
Alaska,2020-05-26,122355.0,912.5855883400001,-2195.3217638000006,408,0,10,1,0,0
Alaska,2020-05-27,122355.0,912.5855883400001,-2195.3217638,410,0,10,2,0,0
Alaska,2020-05-28,122355.0,912.58558834,-2195.3217638,411,0,10,1,0,0
Alaska,2020-05-29,124540.0,981.9003805000001,-2348.8053731000005,424,0,10,13,0,0
Alaska,2020-05-30,124540.0,981.9003805,-2348.8053731000005,429,0,10,5,0,0
Alaska,2020-05-31,124540.0,981.9003805000001,-2348.8053731000005,433,0,10,4,0,0
Alaska,2020-06-01,124540.0,981.9003805000001,-2348.8053731,459,0,10,26,0,0
Alaska,2020-06-02,124540.0,981.9003805,-2348.8053731,466,0,10,7,0,0
Alaska,2020-06-03,124540.0,981.9003805000001,-2348.8053731000005,486,0,10,20,0,0
Alaska,2020-06-04,124540.0,981.9003805,-2348.8053731000005,504,0,10,18,0,0
Alaska,2020-06-05,124540.0,981.9003805000001,-2348.8053731,512,0,10,8,0,0
Alaska,2020-06-06,124540.0,981.9003805000001,-2348.8053731,523,0,10,11,0,0
Alaska,2020-06-07,124540.0,981.9003805000001,-2348.8053731000005,535,0,10,12,0,0
Alaska,2020-06-08,124540.0,981.9003805,-2348.8053731000005,543,0,10,8,0,0
American Samoa,2020-03-22,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-23,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-24,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-25,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-26,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-27,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-28,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-29,60000.0,-14.271,-170.132,0,0,0,0,0,0
American Samoa,2020-03-30,60000.0,-14.271,-170.132,0,0,0,0,0,0
Arizona,2020-01-26,0.0,0.0,0.0,1,0,0,1,0,0
Arizona,2020-01-27,0.0,0.0,0.0,1,0,0,0,0,0
Arizona,2020-01-28,0.0,0.0,0.0,1,0,0,0,0,0
Arizona,2020-01-29,0.0,0.0,0.0,1,0,0,0,0,0
Arizona,2020-01-30,0.0,0.0,0.0,1,0,0,0,0,0
Arizona,2020-01-31,0.0,0.0,0.0,1,0,0,0,0,0
Arizona,2020-03-10,0.0,0.0,0.0,6,1,0,6,1,0
Arizona,2020-03-11,0.0,0.0,0.0,9,1,0,3,0,0
Arizona,2020-03-14,0.0,0.0,0.0,13,1,0,13,1,0
Arizona,2020-03-16,0.0,0.0,0.0,18,1,0,18,1,0
Arizona,2020-03-17,0.0,0.0,0.0,20,1,0,2,0,0
Arizona,2020-03-18,0.0,0.0,0.0,27,0,0,7,-1,0
Arizona,2020-03-19,0.0,0.0,0.0,45,0,0,18,0,0
Arizona,2020-03-20,0.0,0.0,0.0,78,0,0,33,0,0
Arizona,2020-03-21,0.0,0.0,0.0,118,0,1,40,0,1
Arizona,2020-03-22,60208.0,505.13855463,-1671.9484819,152,0,2,152,0,2
Arizona,2020-03-23,60208.0,505.13855463,-1671.9484819000002,235,0,2,83,0,0
Arizona,2020-03-24,60208.0,505.13855462999993,-1671.9484819,326,0,5,91,0,3
Arizona,2020-03-25,60208.0,505.13855463000004,-1671.9484818999997,401,0,6,75,0,1
Arizona,2020-03-26,60208.0,505.13855463,-1671.9484819000002,508,0,8,107,0,2
Arizona,2020-03-27,60208.0,505.13855463,-1671.9484819000002,665,0,13,157,0,5
Arizona,2020-03-28,60208.0,505.13855463,-1671.9484819,773,0,15,108,0,2
Arizona,2020-03-29,60208.0,505.13855463000004,-1671.9484819,919,0,17,146,0,2
Arizona,2020-03-30,60208.0,505.13855463,-1671.9484819000002,1157,0,20,238,0,3
Arizona,2020-03-31,60208.0,505.13855463,-1671.9484819,1289,0,24,132,0,4
Arizona,2020-04-01,60208.0,505.10339878,-1671.3605275,1530,0,29,241,0,5
Arizona,2020-04-02,150212.0,505.13855463,-1671.9484819,1715,0,32,185,0,3
Arizona,2020-04-03,150212.0,505.13855463,-1671.9484819000002,1937,0,41,222,0,9
Arizona,2020-04-04,150212.0,505.13855463000004,-1671.9484818999997,2187,0,52,250,0,11
Arizona,2020-04-05,150212.0,505.13855463000004,-1671.9484819,2486,0,64,299,0,12
Arizona,2020-04-06,150212.0,505.1033987799999,-1671.3605275,2732,0,65,246,0,1
Arizona,2020-04-07,150212.0,505.10339878,-1671.3605275,2870,0,73,138,0,8
Arizona,2020-04-08,150212.0,505.10339878,-1671.3605275,3036,0,80,166,0,7
Arizona,2020-04-09,150212.0,505.13855462999993,-1671.9484819,3018,0,89,-18,0,9
Arizona,2020-04-10,150212.0,505.13855463,-1671.9484819,3112,0,97,94,0,8
Arizona,2020-04-11,150212.0,505.13855462999993,-1671.9484819,3393,0,108,281,0,11
Arizona,2020-04-12,150212.0,505.13855462999993,-1671.9484819000002,3542,0,115,149,0,7
Arizona,2020-04-13,150212.0,505.13855463000004,-1671.9484819,3705,0,122,163,0,7
Arizona,2020-04-14,150212.0,505.13855463,-1671.9484819000002,3809,0,131,104,0,9
Arizona,2020-04-15,150212.0,505.13855463,-1671.9484819000002,3964,0,142,155,0,11
Arizona,2020-04-16,150212.0,505.13855463,-1671.9484819,4237,0,150,273,0,8
Arizona,2020-04-17,150212.0,505.13855462999993,-1671.9484818999997,4511,0,169,274,0,19
Arizona,2020-04-18,150212.0,505.13855463,-1671.9484819,4724,0,180,213,0,11
Arizona,2020-04-19,150212.0,505.13855462999993,-1671.9484819000002,4933,0,184,209,0,4
Arizona,2020-04-20,150212.0,505.13855463000004,-1671.9484819,5068,0,191,135,0,7
Arizona,2020-04-21,150212.0,505.13855463000004,-1671.9484819000002,5256,0,208,188,0,17
Arizona,2020-04-22,150212.0,505.13855463,-1671.9484819,5473,0,231,217,0,23
Arizona,2020-04-24,150212.0,505.13855463,-1671.9484819,5772,0,249,5772,0,249
Arizona,2020-04-25,150212.0,505.13855462999993,-1671.9484819000002,6045,0,266,273,0,17
Arizona,2020-04-26,150212.0,505.13855463,-1671.9484819,6286,0,273,241,0,7
Arizona,2020-04-27,150212.0,505.13855463,-1671.9484819,6534,0,275,248,0,2
Arizona,2020-04-28,150212.0,505.13855463000004,-1671.9484819000002,6725,0,275,191,0,0
Arizona,2020-04-29,150212.0,505.13855463,-1671.9484819,6955,0,275,230,0,0
Arizona,2020-04-30,150212.0,505.13855463,-1671.9484819,7209,0,308,254,0,33
Arizona,2020-05-01,150212.0,505.13855463,-1671.9484819000002,7655,0,320,446,0,12
Arizona,2020-05-02,150212.0,505.13855463000004,-1671.9484819,7969,0,330,314,0,10
Arizona,2020-05-03,150212.0,505.13855463,-1671.9484819000002,8364,0,330,395,0,0
Arizona,2020-05-04,150212.0,505.13855463,-1671.9484819,8640,0,362,276,0,32
Arizona,2020-05-05,150212.0,505.13855463000004,-1671.9484819000002,8924,0,362,284,0,0
Arizona,2020-05-06,150212.0,505.13855463,-1671.9484819000002,9305,0,395,381,0,33
Arizona,2020-05-07,150212.0,505.13855463,-1671.9484819,9707,0,426,402,0,31
Arizona,2020-05-08,150212.0,505.13855463,-1671.9484819,9945,0,450,238,0,24
Arizona,2020-05-09,150212.0,505.13855463,-1671.9484819,10526,0,517,581,0,67
Arizona,2020-05-10,150212.0,505.13855463,-1671.9484818999997,10960,0,532,434,0,15
Arizona,2020-05-11,150212.0,505.13855463000004,-1671.9484819,11119,0,536,159,0,4
Arizona,2020-05-12,150212.0,505.13855463,-1671.9484818999997,11383,0,542,264,0,6
Arizona,2020-05-13,150212.0,505.13855463,-1671.9484819,11736,0,562,353,0,20
Arizona,2020-05-14,150212.0,505.13855463000004,-1671.9484819,12216,0,595,480,0,33
Arizona,2020-05-15,150212.0,505.13855463,-1671.9484818999997,12674,0,624,458,0,29
Arizona,2020-05-16,150212.0,505.13855463000004,-1671.9484819000002,13169,0,651,495,0,27
Arizona,2020-05-17,150212.0,505.13855463000004,-1671.9484819,13666,0,679,497,0,28
Arizona,2020-05-18,150212.0,505.13855463000004,-1671.9484819,13945,0,680,279,0,1
Arizona,2020-05-19,150212.0,505.13855463,-1671.9484819,14208,0,687,263,0,7
Arizona,2020-05-20,150212.0,505.13855463,-1671.9484819,14576,0,705,368,0,18
Arizona,2020-05-21,150212.0,505.13855463,-1671.9484819000002,14906,0,747,330,0,42
Arizona,2020-05-22,150212.0,505.13855462999993,-1671.9484818999997,15348,0,764,442,0,17
Arizona,2020-05-23,150212.0,505.13855463,-1671.9484819,15624,0,775,276,0,11
Arizona,2020-05-24,150212.0,505.13855463000004,-1671.9484819,16053,0,801,429,0,26
Arizona,2020-05-25,150212.0,505.13855462999993,-1671.9484819,16377,0,801,324,0,0
Arizona,2020-05-26,150212.0,505.13855462999993,-1671.9484818999997,16575,0,807,198,0,6
Arizona,2020-05-27,150212.0,505.13855463,-1671.9484819,16864,0,810,289,0,3
Arizona,2020-05-28,150212.0,505.13855463,-1671.9484819,17318,0,834,454,0,24
Arizona,2020-05-29,150212.0,505.13855463000004,-1671.9484819000002,17877,0,860,559,0,26
Arizona,2020-05-30,150212.0,505.13855463,-1671.9484819,18472,0,886,595,0,26
Arizona,2020-05-31,150212.0,505.13855463000004,-1671.9484819,19258,0,904,786,0,18
Arizona,2020-06-01,150212.0,505.13855463,-1671.9484819,19936,0,907,678,0,3
Arizona,2020-06-02,150212.0,505.13855463,-1671.9484819000002,20129,0,918,193,0,11
Arizona,2020-06-03,150212.0,505.13855463,-1671.9484818999997,21264,0,943,1135,0,25
Arizona,2020-06-04,150212.0,505.13855462999993,-1671.9484819000002,22356,0,983,1092,0,40
Arizona,2020-06-05,150212.0,505.13855463000004,-1671.9484819,22886,0,999,530,0,16
Arizona,2020-06-06,150212.0,505.13855463000004,-1671.9484819,24439,0,1015,1553,0,16
Arizona,2020-06-07,150212.0,505.13855463,-1671.9484819,25451,0,1043,1012,0,28
Arizona,2020-06-08,150212.0,505.13855463000004,-1671.9484819000002,26989,0,1051,1538,0,8
Arkansas,2020-03-10,0.0,0.0,0.0,0,0,0,0,0,0
Arkansas,2020-03-11,0.0,0.0,0.0,6,0,0,6,0,0
Arkansas,2020-03-12,0.0,0.0,0.0,6,0,0,0,0,0
Arkansas,2020-03-14,0.0,0.0,0.0,12,0,0,12,0,0
Arkansas,2020-03-15,0.0,0.0,0.0,16,0,0,4,0,0
Arkansas,2020-03-16,0.0,0.0,0.0,22,0,0,6,0,0
Arkansas,2020-03-18,0.0,0.0,0.0,33,0,0,33,0,0
Arkansas,2020-03-19,0.0,0.0,0.0,62,0,0,29,0,0
Arkansas,2020-03-20,0.0,0.0,0.0,96,0,0,34,0,0
Arkansas,2020-03-21,0.0,0.0,0.0,122,0,0,26,0,0
Arkansas,2020-03-22,380625.0,2618.3917042699995,-6932.54837013,165,0,0,165,0,0
Arkansas,2020-03-23,380625.0,2618.391704269999,-6932.548370130001,192,0,0,27,0,0
Arkansas,2020-03-24,380625.0,2618.391704269999,-6932.54837013,219,0,2,27,0,2
Arkansas,2020-03-25,380625.0,2618.3917042699995,-6932.54837013,280,0,2,61,0,0
Arkansas,2020-03-26,380625.0,2618.3917042699995,-6932.548370129999,335,0,2,55,0,0
Arkansas,2020-03-27,380625.0,2618.3917042699995,-6932.54837013,381,0,3,46,0,1
Arkansas,2020-03-28,380625.0,2618.391704269999,-6932.548370129999,409,0,5,28,0,2
Arkansas,2020-03-29,380625.0,2618.3917042699995,-6932.54837013,426,0,6,17,0,1
Arkansas,2020-03-30,380625.0,2618.3917042699995,-6932.548370130002,473,0,7,47,0,1
Arkansas,2020-03-31,258705.0,1778.1717872099998,-4712.81199426,523,0,8,50,0,1
Arkansas,2020-04-01,268923.0,1846.3417103099994,-4900.76806444,584,0,10,61,0,2
Arkansas,2020-04-02,369020.0,1917.4670849499998,-5085.094605710001,643,0,12,59,0,2
Arkansas,2020-04-03,379208.0,1987.9113932999999,-5266.351952279999,704,0,12,61,0,0
Arkansas,2020-04-04,399636.0,2125.7397843599997,-5635.8664978199995,743,0,14,39,0,2
Arkansas,2020-04-05,409892.0,2195.1753926199995,-5820.126212739999,837,0,16,94,0,2
Arkansas,2020-04-06,414931.0,2229.1458202499994,-5912.777887110002,875,0,16,38,0,0
Arkansas,2020-04-07,435147.0,2372.336283379999,-6282.713689699999,946,0,18,71,0,2
Arkansas,2020-04-08,435147.0,2372.3362833799993,-6282.713689700001,1000,0,18,54,0,0
Arkansas,2020-04-09,440234.0,2408.3466652299994,-6376.43893913,1119,0,21,119,0,3
Arkansas,2020-04-10,440234.0,2408.3466652299994,-6376.438939129999,1171,0,21,52,0,0
Arkansas,2020-04-11,445323.0,2444.61511008,-6469.123458120001,1228,0,25,57,0,4
Arkansas,2020-04-12,445323.0,2444.6151100799993,-6469.1234581200015,1280,0,27,52,0,2
Arkansas,2020-04-13,445323.0,2444.6151100799993,-6469.12345812,1410,0,29,130,0,2
Arkansas,2020-04-14,450390.0,2480.21313991,-6560.338404140001,1498,0,32,88,0,3
Arkansas,2020-04-15,450390.0,2480.21313991,-6560.3384041399995,1569,0,33,71,0,1
